Timestamp,Which course are you enrolled in?,Awareness - Website,Awareness - Social Media,Awareness - Community Event,Awareness - Family or Friend,Awareness - Current Student,Awareness - Alumni,Awareness - High School Teacher,Awareness - High School Counselor,Awareness - In-app Ad,Awareness - Employer,Awareness - Billboard,Awareness - Television,Awareness - Radio,Awareness - Mail,Awareness - Other,Attendance - Affordable Cost,Attendance - Location/Convenience,Attendance - Choice of Programs,Attendance - Online Offerings,Attendance - Family or Friend Referral,Attendance - Faculty/Staff,Attendance - College Reputation,Attendance - Financial Aid,Attendance - Scholarships,Attendance - Small Class Sizes,Attendance - Extra-Curricular Opportunities,Attendance - Accepted My Transfer Credits,Attendance - Negative Experience at Another College,Attendance - NJ Stars Program,Attendance - Ability to Transfer CCM Credits to a 4-year School,Attendance - Get College Credit While in High School,Event Participation - Open House,Event Participation - Instant Decision Day,Event Participation - On-Campus Information Session,Event Participation - Virtual Information Session,Event Participation - Women Who Dare,Event Participation - Regional College Fair,Event Participation - HS Sharetime Information Session,Event Participation - Challenger Program,Event Participation - CyberSecurity Information Protection Program Participation,Event Participation - Information Session at My High School,Event Participation - Campus Visit with My High School,Event Participation - Campus Visit,Event Participation - Workforce Development Class,Event Participation - Corporate Training,Event Participation - Teen Arts Festival,Event Participation - Summer Camp at CCM,Event Participation - Hour of Code,Previous Experiences - Middle/High School Computing Class,Previous Experiences - Middle/High School Computing Club,Previous Experiences - Middle/High School Computing Competitions,Previous Experiences - Afterschool Computing-Related Program,Previous Experiences - Summer Computing Related Program,Previous Experiences - An AP Computing Class,Previous Experiences - A Dual Enrollment Computing Class,Previous Experiences - Family or Friend Influence,Previous Experiences - Family or Friend Working in the Computing Field,Previous Experiences - High School Teacher or Guidance Counselor,Previous Experiences - Employer influence,Previous Experiences - Current CCM Student,Previous Experiences - Experience at Work,Previous Experiences - Other,What degree program are you currently enrolled in?,Motivation - Job in Computing Field,Motivation - Transfer to Bachelor's Level Program,Motivation - Transfer Credits Back to HS Degree,Motivation - Career Advancement,Motivation - Career Change,Motivation - Professional Development,Motivation - Job Displacement,Motivation - Relocation,Motivation - Keep Current in Tech Industry,Motivation - IT Industry Certifications,Motivation - Financial,Motivation - Personal Enrichment,Computing Info Sources - High School Guidance Counselor,Computing Info Sources - High School Teacher,Computing Info Sources - CCM Information Technologies Website,Computing Info Sources - CCM Admissions,Computing Info Sources - CCM Advisor,Computing Info Sources - Employer,Computing Info Sources - CCM Workforce Development,Computing Info Sources - NJ Workforce Development Program,Computing Info Sources - Other,Computing Major Choice,Gender,Race/ethnicity,Age
2023/09/04 5:12:28 PM EST,CMP 239 Internet & Web Page Design,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,,,,High Impact,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,First Choice,Man,Black/African American,35-64
2023/09/04 5:15:24 PM EST,CMP 128 Computer Science I,Yes,Don't recall,No,Yes,No,No,Yes,Don't recall,No,Yes,Don't recall,Don't recall,No,No,Don't recall,No Impact,,High Impact,Some Impact,High Impact,,,No Impact,Some Impact,High Impact,Some Impact,,No Impact,High Impact,Some Impact,,Yes,Not Sure,No,Not Sure,No,No,Yes,Not Sure,No,Yes,Yes,Not Sure,No,Yes,No,No,Not Sure,No Impact,,High Impact,Some Impact,High Impact,No Impact,,High Impact,High Impact,Some Impact,No Impact,,Some Impact,High Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Don't recall,No,Don't recall,Yes,Yes,No,Don't recall,No,Business,Woman,American Indian/Native American/Alaska Native;Native Hawaiian/Other Pacific Islander;Multi-Racial,21-24
2023/09/04 9:19:18 PM EST,CMP 239 Internet & Web Page Design,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,No,No,Yes,No,No,No,No,Not Sure,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,Information Technology,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Don't recall,No,Yes,No,No,Yes,First Choice,Woman,Hispanic or Latino,18 and younger
2023/09/04 10:55:07 PM EST,CMP 239 Internet & Web Page Design,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,First Choice,Non-binary,White/Caucasian,19-20
2023/09/05 8:53:07 AM EST,CMP 239 Internet & Web Page Design,Yes,No,Don't recall,Yes,Yes,No,Yes,Yes,Don't recall,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,First Choice,Woman,Hispanic or Latino,19-20
2023/09/05 1:14:54 PM EST,CMP 239 Internet & Web Page Design,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Some Impact,Some Impact,,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,,Some Impact,,,Some Impact,,,Some Impact,,CIS Game Development Option,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,First Choice,Man,White/Caucasian,18 and younger
2023/09/06 7:39:41 AM EST,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Computer Science,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,First Choice,Man,Hispanic or Latino,19-20
2023/09/06 7:40:31 AM EST,CMP 128 Computer Science I,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Engineering,Man,Hispanic or Latino,21-24
2023/09/06 7:48:29 AM EST,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,First Choice,Man,White/Caucasian,19-20
2023/09/06 8:43:06 AM EST,CMP 128 Computer Science I,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Some Impact,High Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Don't recall,First Choice,Man,Hispanic or Latino,35-64
2023/09/06 10:09:20 AM EST,CMP 128 Computer Science I,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,High Impact,Some Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,First Choice,Man,White/Caucasian,19-20
2023/09/06 10:10:32 AM EST,CMP 128 Computer Science I,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,,Some Impact,,High Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,Data Analytics Certificate of Achievement,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,First Choice,Man,Choose not to reply,21-24
2023/09/06 10:11:52 AM EST,CMP 128 Computer Science I,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,,,,,High Impact,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,,,,,,,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,,Challenger Program,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Don't recall,LIberal Arts,Woman,Asian,18 and younger
2023/09/06 11:06:40 AM EST,CMP 128 Computer Science I,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Don't recall,High Impact,High Impact,Some Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,,,,,High Impact,,Not Sure,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Some Impact,Some Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,Man,Hispanic or Latino,21-24
2023/09/06 11:37:16 AM EST,CMP 128 Computer Science I,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,High Impact,High Impact,High Impact,,,High Impact,Some Impact,,,High Impact,No Impact,High Impact,,,High Impact,High Impact,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Some Impact,No Impact,High Impact,High Impact,No Impact,,,High Impact,High Impact,High Impact,No Impact,Some Impact,,,ShareTime CSIP Program,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Engineering,Man,Asian,18 and younger
2023/09/06 12:23:26 PM EST,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,First Choice,Woman,Asian,19-20
2023/09/06 12:47:16 PM EST,CMP 128 Computer Science I,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Some Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,No Impact,High Impact,,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,High Impact,Some Impact,,,,High Impact,,Some Impact,Some Impact,No Impact,,,,,Computer Science,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,First Choice,Man,White/Caucasian,18 and younger
2023/09/06 1:23:29 PM EST,CMP 128 Computer Science I,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,First Choice,Man,White/Caucasian,19-20
2023/09/06 1:24:33 PM EST,CMP 128 Computer Science I,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,High Impact,,,High Impact,High Impact,High Impact,Some Impact,Some Impact,,,,Some Impact,,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,,,Some Impact,,,,High Impact,High Impact,Some Impact,,,,,Computer Science,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,First Choice,Man,White/Caucasian,25-34
2023/09/06 1:25:39 PM EST,CMP 128 Computer Science I,Yes,Yes,Don't recall,Yes,No,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Yes,No,Not Sure,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,,Computer Science,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Don't recall,First Choice,Man,White/Caucasian,18 and younger
2023/09/06 1:31:34 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,Information Technology,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Business,Woman,Choose not to reply,25-34
2023/09/06 1:41:15 PM EST,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,First Choice,Man,White/Caucasian,19-20
2023/09/06 1:53:01 PM EST,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Computer Science,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,no,Man,Hispanic or Latino,18 and younger
2023/09/06 2:39:49 PM EST,CMP 128 Computer Science I,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,First Choice,Man,White/Caucasian,19-20
2023/09/06 2:45:41 PM EST,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,No,No,Don't recall,No,No,No,No,Yes,Don't recall,High Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,Some Impact,High Impact,Some Impact,,,Some Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,First Choice,Man,Asian,25-34
2023/09/06 2:46:55 PM EST,CMP 128 Computer Science I,No,Don't recall,No,Yes,No,Yes,Don't recall,No,Don't recall,No,No,No,No,No,Don't recall,Some Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,,No Impact,No Impact,High Impact,Some Impact,Yes,No,Yes,No,No,No,No,No,No,Not Sure,No,Yes,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,,,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,CIS Game Development Option,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Don't recall,Don't recall,Don't recall,No,No,No,No,Don't recall,First Choice,Man,White/Caucasian,19-20
2023/09/06 3:19:20 PM EST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,,Computer Science,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Don't recall,First Choice,Woman,Hispanic or Latino,21-24
2023/09/06 3:32:57 PM EST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,CIS Game Development Option,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,First Choice,Man,White/Caucasian,18 and younger
2023/09/06 3:37:41 PM EST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Computer Science,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,First Choice,Man,White/Caucasian,19-20
2023/09/06 3:38:16 PM EST,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,,,,Some Impact,,No Impact,No Impact,No Impact,No Impact,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,CIS Game Development Option,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,First Choice,Man,Hispanic or Latino,19-20
2023/09/06 3:45:00 PM EST,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Science,Woman,Asian;Native Hawaiian/Other Pacific Islander,21-24
2023/09/06 3:48:58 PM EST,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,First Choice,Man,White/Caucasian,19-20
2023/09/06 5:11:40 PM EST,CMP 128 Computer Science I,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,,,Some Impact,High Impact,,,,,,,High Impact,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Don't recall,Don't recall,No,No,No,No,Computer programming,Man,Hispanic or Latino,25-34
2023/09/06 5:46:32 PM EST,CMP 128 Computer Science I,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Don't recall,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Computer Science,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,First Choice,Man,White/Caucasian,25-34
2023/09/07 2:12:21 AM EST,CMP 128 Computer Science I,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,High Impact,,,,,,,,,,,,,,,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,,,,,,,Computer Science,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Science,Man,Asian,18 and younger
2023/09/07 7:41:47 AM EST,CMP 128 Computer Science I,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,High Impact,High Impact,Some Impact,,,,Some Impact,Some Impact,High Impact,,,Some Impact,,High Impact,Challenger Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Business,Woman,American Indian/Native American/Alaska Native,18 and younger
